index;imdbID;tmdbID;imdbRating;imdbVoteCount;tmdbRating;originalTitle;genres;countries;year;runtime;cast;significants;title;overview;tagline;video;posterPath;poster_URLs_original;age;netflix;disney;prime;hbo
20;tt0384696;16394;65;2105;67;Winnie the Pooh: Springtime with Roo;[16, 12];['US'];2004;65;['Jim Cummings', 'Ken Sansom', 'Jimmy Bennett', 'David Ogden Stiers', 'John Fiedler', 'Peter Cullen', 'Kath Soucie'];['Saul Blinkoff', 'Elliot M. Bour'];Winnie the Pooh: Springtime with Roo;Spring has sprung, and baby Roo is excited to get out and explore and make new friends. But Rabbit seems preoccupied with spring cleaning, instead of embracing his usual role of playing Easter Bunny. Leave it to Roo to show Rabbit -- through love -- that it's more important who you love and not who's in charge.;;4zxBHt-yljE;/yAgVcU1BdPqvnyYnOkb1QtVNd5V.jpg;https://image.tmdb.org/t/p/original/yAgVcU1BdPqvnyYnOkb1QtVNd5V.jpg;0;False;True;False;False
21;tt0324572;13706;67;2310;68;Winnie the Pooh: A Very Merry Pooh Year;[16, 18];['US'];2002;65;['Jim Cummings', 'Peter Cullen', 'John Fiedler', 'Ken Sansom', 'Kath Soucie', 'William Green', 'Nikita Hopkins'];['Jamie Mitchell', 'Ed Wexler', 'Gary Katona'];Winnie the Pooh: A Very Merry Pooh Year;It's Christmastime in the Hundred Acre Wood and all of the gang is getting ready with presents and decorations. The gang makes a list of what they want for Christmas and send it to Santa Claus - except that Pooh forgot to ask for something. So he heads out to retrieve the letter and get it to Santa by Christmas...which happens to be tomorrow!;A Full-Length Adventure;k2OiS7A8sWg;/1NbobWwoX7kFd1if8aCyCtFRZpu.jpg;https://image.tmdb.org/t/p/original/1NbobWwoX7kFd1if8aCyCtFRZpu.jpg;0;False;True;False;False
22;tt1449283;51162;72;23594;69;Winnie the Pooh;[16, 12, 35];['US'];2011;63;['John Cleese', 'Jim Cummings', 'Bud Luckey', 'Craig Ferguson', 'Travis Oates', 'Kristen Anderson-Lopez', 'Jack Boulter'];['Stephen J. Anderson', 'Don Hall'];Winnie the Pooh;"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.";Oh Pooh.;hRT86ZggCEk;/wMZU69sPEP8dSNU0nMWVt7b54EQ.jpg;https://image.tmdb.org/t/p/original/wMZU69sPEP8dSNU0nMWVt7b54EQ.jpg;1;False;True;False;False
23;tt1222816;54985;74;586;71;Wings of Life;[99, 10751, 10763];['FR', 'US'];2011;77;['Meryl Streep'];['Louie Schwartzberg'];Wings of Life;A beautiful love story in danger. Our future depends on an amazing love story between the flowers and fauna consisting of bees, butterflies, birds and bats, which allow these species to reproduce. Delicate and graceful, the flowers are not content to be the ultimate symbol of beauty. On the contrary, their vibrant colors and their exotic flavors are so many wonders that attract pollinators and drunk with desire. All these animals are involved in a complex dance of seduction on which one third of our crops, a dance without which we could survive ... Pollen presents the unsung heroes of the global food chain. Their fantastic worlds are full of stories, drama and beauty. While a fragile and threatened, essential for the balance of the planet, it should now actively protect ...;A Love Story that Feeds the Earth;J6r8BNnEDRk;/u7wfV0wDV3drPcuKyHXEMDhuB9t.jpg;https://image.tmdb.org/t/p/original/u7wfV0wDV3drPcuKyHXEMDhuB9t.jpg;0;False;True;False;False
24;tt2543062;429942;64;43;40;Winged Seduction: Birds of Paradise;[99];['US'];2012;45;['Josh Goodman'];['Molly Hermann'];Winged Seduction: Birds of Paradise;Tim Laman a photographer for National Geographic and ornithologist Ed Scholes have been traveling to some of the most remote jungles the world has to offer in search of observing and photographing all 39 species of tropical bird. This particular group of birds are entitled as the “Birds of Paradise” and can be found in some of the last truly wild locations of New Guinea.;Revealing the world's most extraordinary birds;;/t3fSksQFSPuev12C39OcuLBnNOG.jpg;https://image.tmdb.org/t/p/original/t3fSksQFSPuev12C39OcuLBnNOG.jpg;0;False;True;False;False
25;tt0096446;847;73;107863;70;Willow;[28, 12];['US'];1988;126;['Warwick Davis', 'Val Kilmer', 'Joanne Whalley', 'Jean Marsh', 'Patricia Hayes', 'Billy Barty', 'Pat Roach'];['Ron Howard'];Willow;The evil Queen Bavmorda hunts the newborn princess Elora Danan, a child prophesied to bring about her downfall. When the royal infant is found by Willow, a timid farmer and aspiring sorcerer, he's entrusted with delivering her from evil.;Adventure doesn't come any bigger than this.;9KhFp9fqrHc;/jfTpuQGMHinR3dc6mZ5bXq3mTKk.jpg;https://image.tmdb.org/t/p/original/jfTpuQGMHinR3dc6mZ5bXq3mTKk.jpg;8;False;True;False;False
26;tt8558972;776513;76;9;0;Wild Uganda;[99];[];2018;45;['Dörte Lyssewski', 'Russell Boulter'];['Harald Pokieser'];Wild Uganda;Uganda is still what travellers consider an ‘insider tip’. Off the tourist map, a place still in the shadows of its past. Visitors, including scientists and conservationists, had a difficult time in the civil war-stricken country. Poaching had endangered many of Uganda’s most iconic animals including Mountain gorillas, cave elephants, the chimpanzees and even the tree-dwelling lions. But now the national parks have been restored and Uganda’s wildlife is once again thriving. This is a celebration of their survival.;;;/cwF4Zr577UQgnawOdLNNTiQ3X5G.jpg;https://image.tmdb.org/t/p/original/cwF4Zr577UQgnawOdLNNTiQ3X5G.jpg;-1;False;True;False;False
27;tt0103262;23438;72;5165;75;Wild Hearts Can't Be Broken;[18, 10751];['US'];1991;88;['Gabrielle Anwar', 'Cliff Robertson', 'Michael Schoeffling', 'Dylan Kussman', 'Kathleen York', 'Frank Renzulli'];['Steve Miner'];Wild Hearts Can't Be Broken;"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.";;ew3S69fcRq0;/4eFopb1KHSuM8Ktfl1tNIGNwIQ2.jpg;https://image.tmdb.org/t/p/original/4eFopb1KHSuM8Ktfl1tNIGNwIQ2.jpg;2;False;True;False;False
28;tt0096438;856;77;192171;75;Who Framed Roger Rabbit;[16, 12, 35];['US'];1988;104;['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy', 'Charles Fleischer', 'Kathleen Turner', 'Stubby Kaye', 'Alan Tilvern'];['Robert Zemeckis'];Who Framed Roger Rabbit;'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.;It's the story of a man, a woman, and a rabbit in a triangle of trouble.;kYNqYC_jNAg;/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg;https://image.tmdb.org/t/p/original/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg;6;False;True;False;False
29;tt0111701;43643;55;2257;66;White Fang 2: Myth of the White Wolf;[12, 10751];['US'];1994;106;['Scott Bairstow', 'Charmaine Craig', 'Al Harrington', 'Alfred Molina', 'Victoria Racimo', 'Anthony Ruivivar', 'Paul Coeur'];['Ken Olin'];White Fang 2: Myth of the White Wolf;A boy and his dog, White Fang, must try to save the noble Haida tribe from evil white men in turn-of-the-century Alaska.;An Ancient Myth. A Land of Mystery. An Extraordinary Adventure.;miZqfo6Hn-k;/7Zu4SnJpcMrVlWcbBvdmtH6egCT.jpg;https://image.tmdb.org/t/p/original/7Zu4SnJpcMrVlWcbBvdmtH6egCT.jpg;5;False;True;False;False
