id,group,popu,year,label,duration,plateform,country,rating,link,size
tt0462538,16,3.6499885694422036,2007,The Simpsons Movie,87,['Disney +'],North America,73,https://image.tmdb.org/t/p/original/gzb6P78zeFTnv9eoFYnaJ2YrZ5q.jpg,46
tt0054307,12,3.496352267135981,1958,The Sign of Zorro,91,['Disney +'],North America,70,https://image.tmdb.org/t/p/original/4Lu7778XSxvgA9KxxJPHgOrzUMp.jpg,39
tt0053271,35,3.2493262154061657,1959,The Shaggy Dog,104,['Disney +'],North America,65,https://image.tmdb.org/t/p/original/34usyxQaTSD3p4n4Jz9lGt0Y5mx.jpg,30
tt0075200,35,2.9489919699397604,1976,The Shaggy D.A.,91,['Disney +'],North America,59,https://image.tmdb.org/t/p/original/cSVu5gGSelx2QOykeEG5lEuzD1L.jpg,22
tt1544572,12,2.6989483933920697,2010,The Search for Santa Paws,89,['Disney +'],North America,54,https://image.tmdb.org/t/p/original/rW6rXvT6AeNC4AUBC2HJiiLpwly.jpg,17
tt0452681,12,2.399931807526749,2006,The Santa Clause 3: The Escape Clause,98,['Disney +'],North America,48,https://image.tmdb.org/t/p/original/2aGtjBH3birXp5KvZgwr1fLZXsi.jpg,13
tt0304669,35,2.8499466636723483,2002,The Santa Clause 2,104,['Disney +'],North America,57,https://image.tmdb.org/t/p/original/g8snUzCS8JhRAzAxZUCAktEGU7d.jpg,20
tt0111070,35,3.2499690256420037,1994,The Santa Clause,97,['Disney +'],North America,65,https://image.tmdb.org/t/p/original/tBHDVtEcMl06FbCURRLGVg3TpXp.jpg,30
tt0265662,18,3.449898315575408,2002,The Rookie,127,['Disney +'],North America,69,https://image.tmdb.org/t/p/original/sQ2TLmcYxuWNWn5QDNUc2UDQBW1.jpg,37
tt0102803,28,3.2499418547442067,1991,The Rocketeer,108,['Disney +'],North America,65,https://image.tmdb.org/t/p/original/2tDFRESFwKww1LHRE8W1Exj9edH.jpg,30
tt0107952,16,2.9498946183935666,1994,The Return of Jafar,69,['Disney +'],North America,59,https://image.tmdb.org/t/p/original/7SC793qtORB6YL4mu0F5o3hfjDQ.jpg,22
tt0076618,16,3.449943832572225,1977,The Rescuers,78,['Disney +'],North America,69,https://image.tmdb.org/t/p/original/gCJuDViPCEuHVmoZUvhOj1jyqfV.jpg,37
tt0034091,16,3.398910081753204,1941,The Reluctant Dragon,74,['Disney +'],North America,68,https://image.tmdb.org/t/p/original/fNqWGKqs2kvbD6dDHxQv4Z2r7wm.jpg,35
tt13237174,99,3.642225775040144,2020,The Real Right Stuff,90,['Disney +'],North America,73,https://image.tmdb.org/t/p/original/zaonNMYv8HhrtNyKS81bRaBU1w7.jpg,45
tt0780521,16,3.5499734889643144,2009,The Princess and the Frog,98,['Disney +'],North America,71,https://image.tmdb.org/t/p/original/yprv5PbnEksoVj2v6XEnDBg9joR.jpg,41
tt0247638,35,3.1999765784822127,2001,The Princess Diaries,115,['Disney +'],North America,64,https://image.tmdb.org/t/p/original/wA4lgl8gmoICSShviCkEB61nIBB.jpg,29
tt0093779,12,4.049990161198439,1987,The Princess Bride,99,['Disney +'],North America,81,https://image.tmdb.org/t/p/original/dvjqlp2sAhUeFjUOfQDgqwpphHj.jpg,68
tt0274728,35,2.2958067468325623,2001,The Poof Point,79,['Disney +'],North America,46,https://image.tmdb.org/t/p/original/yH2Rbw4oR57CW9FPgJtWiHfbqRu.jpg,11
tt1059955,99,3.8993965183764465,2007,The Pixar Story,87,['Disney +'],North America,78,https://image.tmdb.org/t/p/original/vhK51wJybwZTRCPVUOkGpSI4auN.jpg,59
tt2452042,16,3.5499199936896466,2015,The Peanuts Movie,88,['Disney +'],North America,71,https://image.tmdb.org/t/p/original/ogOgsgsAiMGa0TD84emmjX1Qn2d.jpg,41
tt0055277,35,3.5998246340453863,1961,The Parent Trap,129,['Disney +'],North America,72,https://image.tmdb.org/t/p/original/oxgwyM7IxWU0O2vPFJE5bb2pis8.jpg,43
tt0120783,12,3.299974462256377,1998,The Parent Trap,128,['Disney +'],North America,66,https://image.tmdb.org/t/p/original/a3XOGrrAjl1wwiumtACWBufg6AL.jpg,32
tt0395699,28,2.7999694641503674,2005,The Pacifier,95,['Disney +'],North America,56,https://image.tmdb.org/t/p/original/brkyQKNcaVNWGsCBCW5bKy9zVeW.jpg,19
tt3661394,12,3.2997128811938987,2020,The One and Only Ivan,93,['Disney +'],North America,66,https://image.tmdb.org/t/p/original/wDOyGAiTaXvjKGmnmXsoFO7zItt.jpg,32
tt1462769,35,3.299928617008623,2012,The Odd Life of Timothy Green,105,['Disney +'],North America,66,https://image.tmdb.org/t/p/original/wKOLe7Bv9Txtm47WPmwN1iSHKHY.jpg,32
tt5523010,12,2.7999108294453987,2018,The Nutcracker and the Four Realms,99,['Disney +'],North America,56,https://image.tmdb.org/t/p/original/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,19
tt0107688,16,3.9999874122595154,1993,The Nightmare Before Christmas,76,['Disney +'],North America,80,https://image.tmdb.org/t/p/original/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,65
tt1204342,12,3.549960709008705,2011,The Muppets,103,['Disney +'],North America,71,https://image.tmdb.org/t/p/original/rsNbxonO8gtylIXwiv7JeqwJ4Kb.jpg,41
tt0079588,12,3.7998907370933264,1979,The Muppet Movie,97,['Disney +'],North America,76,https://image.tmdb.org/t/p/original/8LUjnIW5ph6pHoXDE3Zg4iVi6BV.jpg,53
tt0066728,35,2.898719364118851,1971,The Million Dollar Duck,89,['Disney +'],North America,58,https://image.tmdb.org/t/p/original/okTWwHzdYLKfZ8E7S2I69toZFb0.jpg,21
tt0104868,35,3.299948273024383,1992,The Mighty Ducks,101,['Disney +'],North America,66,https://image.tmdb.org/t/p/original/zxaCHxKDFNi6frh1Q0dj19L216o.jpg,32
tt0076363,16,3.799890608132429,1977,The Many Adventures of Winnie the Pooh,74,['Disney +'],North America,76,https://image.tmdb.org/t/p/original/2xwaFVLv5geVrFd81eUttv7OutF.jpg,53
tt0274636,12,3.099580712788899,2001,The Luck of the Irish,86,['Disney +'],Others,62,https://image.tmdb.org/t/p/original/SHuAb5qIxyKShcDvj13urwdsz.jpg,26
tt0064603,35,3.2497891185154684,1968,The Love Bug,107,['Disney +'],North America,65,https://image.tmdb.org/t/p/original/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg,30
tt0306841,12,2.799927456441483,2003,The Lizzie McGuire Movie,94,['Disney +'],North America,56,https://image.tmdb.org/t/p/original/ctfRTZs6n75KWAmL6kEvct0qSGx.jpg,19
tt0969647,16,3.0996705457253757,2008,The Little Mermaid: Ariel's Beginning,77,['Disney +'],North America,62,https://image.tmdb.org/t/p/original/LJs21HQ7foXB37tDI0JiGkuEAC.jpg,26
tt0240684,16,2.79985065471908,2000,The Little Mermaid II: Return to the Sea,75,['Disney +'],Others,56,https://image.tmdb.org/t/p/original/tzrrZlY7pVTRV9GXd7Q1BkynnUx.jpg,19
tt0097757,16,3.799984737699288,1989,The Little Mermaid,83,['Disney +'],North America,76,https://image.tmdb.org/t/p/original/plcZXvI310FkbwIptvd6rqk63LP.jpg,53
tt0120131,16,3.249949413586733,1998,The Lion King II: Simba's Pride,81,['Disney +'],Others,65,https://image.tmdb.org/t/p/original/sWR1x6UCMCGN9xEf8RGhPS934X0.jpg,30
tt0110357,16,4.2499957156329495,1994,The Lion King,89,['Disney +'],North America,85,https://image.tmdb.org/t/p/original/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,84
tt6105098,16,3.399985147357868,2019,The Lion King,118,['Disney +'],North America,68,https://image.tmdb.org/t/p/original/dzBtMocZuJbjLOXvrl4zGYigDzh.jpg,35
tt12885438,16,3.199488531927885,2020,The Lego Star Wars Holiday Special,44,['Disney +'],North America,64,https://image.tmdb.org/t/p/original/zyzJSI7UZZzz5Toj10rYGF5689z.jpg,29
tt1294226,18,2.9999647052595053,2010,The Last Song,107,['Disney +'],North America,60,https://image.tmdb.org/t/p/original/deOzvJHnSSl8FI1HEJjPGgOsS9U.jpg,24
tt6811018,28,2.999811160419286,2019,The Kid Who Would Be King,120,['Disney +'],Europe,60,https://image.tmdb.org/t/p/original/kBuvLX6zynQP0sjyqbXV4jNaZ4E.jpg,24
tt0219854,35,3.0499264980540097,2000,The Kid,104,['Disney +'],North America,61,https://image.tmdb.org/t/p/original/jNfL8De5IDVIuUYsrNnmPxCQkz8.jpg,25
tt0283426,16,2.6998300550748007,2003,The Jungle Book 2,72,['Disney +'],North America,54,https://image.tmdb.org/t/p/original/DhuskQc9lSjPiYKr9hy0AZ7uiC.jpg,17
tt0061852,16,3.799978149303509,1967,The Jungle Book,78,['Disney +'],North America,76,https://image.tmdb.org/t/p/original/fyKUxjaOP8KINir6MPFprsGtiT0.jpg,53
