source,target,value
tt1099212,tt0762121,30.0
tt7126746,tt12624584,30.76923076923077
tt0425601,tt1337032,31.25
tt0100802,tt0389557,30.0
tt5151716,tt3326366,30.0
tt9354842,tt10676012,31.0
tt0245674,tt0245674,31.428571428571427
tt5066564,tt0884214,30.0
tt4859168,tt2597760,30.76923076923077
tt1142988,tt8367184,30.0
tt1259571,tt0385752,30.0
tt1673434,tt1324999,31.25
tt2980516,tt3319730,30.76923076923077
tt0814335,tt0814335,31.428571428571427
tt7970348,tt0414951,30.0
tt2017020,tt0472181,31.0
tt4995776,tt1015474,30.0
tt10161886,tt1684226,30.0
tt1059955,tt1059955,31.428571428571427
tt0075029,tt0105695,30.76923076923077
tt0075029,tt0076070,30.909090909090907
tt0105695,tt0076070,30.76923076923077
tt4943322,tt0356618,30.0
tt0069049,tt0040525,30.0
tt2402157,tt0105813,30.0
tt0081675,tt0059080,30.0
tt0081675,tt0067123,30.0
tt0081675,tt0065755,30.0
tt0081675,tt0064360,30.0
tt0059080,tt0067123,30.0
tt0059080,tt0065755,30.0
tt0059080,tt0064360,30.76923076923077
tt0067123,tt0065755,30.0
tt0067123,tt0064360,30.0
tt0065755,tt0064360,30.0
tt0089881,tt0050613,30.0
tt0089881,tt0042876,30.0
tt0089881,tt0055630,30.76923076923077
tt0089881,tt0044741,30.0
tt0050613,tt0042876,30.909090909090907
tt0050613,tt0055630,30.909090909090907
tt0050613,tt0044741,30.833333333333336
tt0042876,tt0055630,30.833333333333336
tt0042876,tt0044741,30.833333333333336
tt0055630,tt0044741,30.76923076923077
tt0184503,tt0116390,30.76923076923077
tt0184503,tt0113142,30.833333333333336
tt0116390,tt0113142,30.833333333333336
tt1705772,tt6317052,30.76923076923077
tt10703826,tt5446858,30.0
tt10703826,tt8488126,30.0
tt5446858,tt8488126,30.0
tt5742374,tt1242460,30.0
tt0032145,tt0033253,30.0
tt0032145,tt0033836,30.0
tt0033253,tt0033836,30.0
tt0469641,tt0094291,30.0
tt0096438,tt0096438,31.428571428571427
tt0096438,tt0338348,30.0
tt0823158,tt0306841,30.0
tt1389137,tt1389137,31.428571428571427
tt1389137,tt0259711,30.0
tt1655460,tt2398249,30.76923076923077
tt10059518,tt1285309,30.0
tt0119594,tt0308383,30.0
tt0181865,tt0165854,30.76923076923077
tt0181865,tt0452624,30.0
tt0165854,tt0452624,30.0
tt0058672,tt0040636,30.0
tt0185125,tt0101026,30.0
tt0048728,tt0030341,30.0
tt0114663,tt0337697,30.0
tt13087910,tt5364878,30.0
tt0469623,tt0469623,31.428571428571427
tt0380066,tt1714208,30.0
tt1023114,tt0090329,30.0
tt1023114,tt0076299,30.0
tt0090329,tt0076299,30.0
tt0054462,tt0057569,30.0
tt0080120,tt0281322,30.0
tt0206367,tt0160429,15.0
tt0419294,tt1510938,31.25
tt0086397,tt0091129,30.0
tt0086397,tt0092214,30.0
tt0091129,tt0092214,30.0
tt0084649,tt0111419,15.0
tt0093779,tt1839654,30.0
tt0093779,tt0093779,31.428571428571427
tt1839654,tt0093779,30.0
tt0117331,tt0318850,30.0
tt0314498,tt0139699,30.0
tt0057372,tt0055069,30.833333333333336
tt0023238,tt0024593,15.833333333333332
tt0023238,tt0023238,16.428571428571427
tt0024593,tt0023238,15.833333333333332
tt1189340,tt1189340,31.428571428571427
tt0029030,tt0038160,30.0
tt0052905,tt0053085,30.833333333333336
tt0044672,tt0018054,30.0
tt0061722,tt0243664,30.0
tt9766166,tt6878820,31.11111111111111
tt9766166,tt0274636,30.0
tt6878820,tt0274636,30.0
tt0290334,tt1877832,30.909090909090907
tt0290334,tt3385516,30.0
tt0290334,tt0120903,31.25
tt1877832,tt3385516,31.0
tt1877832,tt0120903,30.909090909090907
tt3385516,tt0120903,30.0
tt0114924,tt0963966,30.0
tt0114924,tt0219854,30.0
tt0963966,tt0219854,30.0
tt0283084,tt0760329,30.0
tt0075347,tt0073760,30.0
tt0075347,tt0066728,30.0
tt0073760,tt0066728,30.76923076923077
tt0133240,tt0780521,15.0
tt0133240,tt0097757,15.0
tt0780521,tt0097757,15.0
tt2483260,tt0969647,30.0
tt0823671,tt0257778,30.0
tt0108333,tt0104868,30.0
tt0057546,tt0076618,10.0
tt0057546,tt0076363,15.769230769230768
tt0057546,tt0061852,30.76923076923077
tt0076618,tt0076363,10.0
tt0076618,tt0061852,10.0
tt0076363,tt0061852,15.833333333333332
tt0166896,tt0105665,30.0
tt0075200,tt0064603,30.76923076923077
tt0075200,tt0071671,30.0
tt0064603,tt0071671,30.0
tt0452681,tt0304669,31.25
tt0265662,tt10016180,30.0
tt0102803,tt5523010,15.0
tt0120783,tt0207201,30.0
tt0317705,tt0129167,30.0
tt0118694,tt0118845,30.909090909090907
tt0104652,tt0876563,30.0
tt0104652,tt0092067,30.0
tt0104652,tt0347149,30.0
tt0104652,tt0119698,30.76923076923077
tt0876563,tt0092067,30.0
tt0876563,tt0347149,30.0
tt0876563,tt0119698,30.0
tt0092067,tt0347149,30.0
tt0092067,tt0119698,30.0
tt0347149,tt0119698,30.0
tt0063172,tt0059346,30.909090909090907
tt0063172,tt0058544,30.0
tt0063172,tt0058379,30.76923076923077
tt0063172,tt0073373,30.0
tt0063172,tt0060440,30.909090909090907
tt0063172,tt0064373,30.76923076923077
tt0063172,tt0047034,30.0
tt0059346,tt0058544,30.0
tt0059346,tt0058379,30.76923076923077
tt0059346,tt0073373,30.0
tt0059346,tt0060440,30.833333333333336
tt0059346,tt0064373,30.0
tt0059346,tt0047034,30.76923076923077
tt0058544,tt0058379,30.909090909090907
tt0058544,tt0073373,30.0
tt0058544,tt0060440,30.76923076923077
tt0058544,tt0064373,30.0
tt0058544,tt0047034,30.76923076923077
tt0058379,tt0073373,30.0
tt0058379,tt0060440,30.76923076923077
tt0058379,tt0064373,30.76923076923077
tt0058379,tt0047034,30.76923076923077
tt0073373,tt0060440,30.0
tt0073373,tt0064373,30.0
tt0073373,tt0047034,30.76923076923077
tt0060440,tt0064373,30.76923076923077
tt0060440,tt0047034,30.0
tt0064373,tt0047034,30.76923076923077
tt0061856,tt0068371,30.0
tt0061856,tt0070122,30.0
tt0061856,tt0071565,30.76923076923077
tt0061856,tt0060464,30.76923076923077
tt0068371,tt0070122,30.0
tt0068371,tt0071565,30.0
tt0068371,tt0060464,30.0
tt0070122,tt0071565,30.0
tt0070122,tt0060464,30.0
tt0071565,tt0060464,30.76923076923077
tt3398268,tt1568921,30.0
tt0110008,tt0206013,30.0
tt0110008,tt2576852,30.0
tt0110008,tt0102587,30.0
tt0206013,tt2576852,30.0
tt0206013,tt0102587,30.0
tt2576852,tt0102587,30.0
tt6335734,tt9193612,30.0
tt1798188,tt0495596,30.909090909090907
tt1132623,tt1933667,30.0
tt7126948,tt0451279,31.0
tt0080140,tt0088322,30.0
tt0080140,tt0033870,30.0
tt0088322,tt0033870,30.0
tt1568911,tt0119567,30.0
tt3480796,tt1085492,30.76923076923077
tt0434409,tt1486192,30.0
tt1193138,tt5610554,30.0
tt0114746,tt0081633,30.0
tt0108399,tt0085701,30.0
tt0388482,tt0293662,15.769230769230768
tt0084814,tt0075066,30.76923076923077
tt0084814,tt0057413,30.833333333333336
tt0075066,tt0057413,30.76923076923077
tt0057590,tt0053796,30.76923076923077
tt0111438,tt0095897,30.0
tt0073802,tt0073918,30.0
tt0033152,tt0040725,7.5
tt0111161,tt0120689,30.0
tt0976051,tt0274558,30.0
tt0383216,tt2234155,30.0
tt11354168,tt7657972,30.0
tt0209163,tt0120616,31.11111111111111
tt0242653,tt0234215,16.25
tt0242653,tt0133093,16.0
tt0234215,tt0133093,16.11111111111111
tt0167261,tt0167260,31.25
tt0167261,tt0120737,31.25
tt0167261,tt1170358,30.76923076923077
tt0167261,tt2310332,30.76923076923077
tt0167260,tt0120737,31.25
tt0167260,tt1170358,30.76923076923077
tt0167260,tt2310332,30.76923076923077
tt0120737,tt1170358,30.76923076923077
tt0120737,tt2310332,30.76923076923077
tt1170358,tt2310332,31.25
tt0081070,tt0099991,30.0
tt0012349,tt0032553,30.76923076923077
tt0012349,tt0015864,30.76923076923077
tt0032553,tt0015864,30.76923076923077
tt2120152,tt4185572,30.0
tt12838766,tt1170358,1.5384615384615385
tt12838766,tt2310332,1.5384615384615385
tt7967580,tt5700672,1.5384615384615385
tt7967580,tt6769508,1.5384615384615385
tt8574252,tt5700672,1.5384615384615385
tt2070649,tt5700672,1.6666666666666665
tt6769508,tt5215952,1.5384615384615385
tt6769508,tt5700672,1.5384615384615385
tt0446059,tt0114437,1.5384615384615385
tt0446059,tt0103285,1.5384615384615385
tt0446059,tt0499556,1.5384615384615385
tt0114437,tt0103285,1.6666666666666665
tt0114437,tt0499556,1.5384615384615385
tt0103285,tt0499556,1.5384615384615385
tt0446059,tt6864046,1.5384615384615385
tt2591814,tt5323662,1.5384615384615385
tt2591814,tt8328740,1.5384615384615385
tt2591814,tt6335734,1.5384615384615385
tt8328740,tt6335734,1.5384615384615385
tt1386932,tt0099812,1.5384615384615385
tt8328740,tt1468843,1.5384615384615385
tt13288678,tt5323662,1.5384615384615385
tt13288678,tt9760504,1.5384615384615385
tt2859246,tt6317962,1.5384615384615385
tt2859246,tt8108230,1.6666666666666665
tt2859246,tt8856470,1.6666666666666665
tt2859246,tt0235679,1.6666666666666665
tt2859246,tt1160525,1.6666666666666665
tt2859246,tt1468843,1.6666666666666665
tt6317962,tt8108230,1.5384615384615385
tt6317962,tt8856470,1.5384615384615385
tt6317962,tt0235679,1.5384615384615385
tt6317962,tt1160525,1.5384615384615385
tt6317962,tt1468843,1.5384615384615385
tt8108230,tt0235679,2.2222222222222223
tt8108230,tt1160525,2.2222222222222223
tt8108230,tt1468843,2.0
tt2859246,tt6335734,1.5384615384615385
tt2859246,tt0169858,1.6666666666666665
tt2859246,tt0169880,1.6666666666666665
tt2859246,tt0860906,1.6666666666666665
tt2859246,tt0860907,1.6666666666666665
tt2859246,tt2458948,1.6666666666666665
tt0169858,tt8108230,1.5384615384615385
tt0169858,tt8856470,1.5384615384615385
tt0169858,tt0235679,1.5384615384615385
tt0169858,tt1160525,1.5384615384615385
tt0169858,tt1468843,1.5384615384615385
tt0169880,tt8108230,1.5384615384615385
tt0169880,tt8856470,1.5384615384615385
tt0169880,tt0235679,1.5384615384615385
tt0169880,tt1160525,1.5384615384615385
tt0169880,tt1468843,1.5384615384615385
tt8108230,tt0860906,1.5384615384615385
tt8108230,tt0860907,1.5384615384615385
tt8108230,tt2458948,1.5384615384615385
tt8856470,tt0860906,1.5384615384615385
tt8856470,tt0860907,1.5384615384615385
tt8856470,tt2458948,1.5384615384615385
tt0235679,tt0860906,1.5384615384615385
tt0235679,tt0860907,1.5384615384615385
tt0235679,tt2458948,1.5384615384615385
tt1160525,tt0860906,1.5384615384615385
tt1160525,tt0860907,1.5384615384615385
tt1160525,tt2458948,1.5384615384615385
tt1468843,tt0860906,1.5384615384615385
tt1468843,tt0860907,1.5384615384615385
tt1468843,tt2458948,1.5384615384615385
tt6900448,tt6335734,1.5384615384615385
tt6900448,tt0089881,1.5384615384615385
tt5323662,tt6335734,1.5384615384615385
tt5323662,tt4769824,1.5384615384615385
tt0169880,tt9760504,1.5384615384615385
tt0169880,tt5595168,1.5384615384615385
tt9760504,tt5595168,1.5384615384615385
tt9760504,tt0860906,1.5384615384615385
tt5595168,tt0860906,1.5384615384615385
tt6317962,tt9760504,1.5384615384615385
tt6317962,tt2210479,1.5384615384615385
tt6317962,tt9426210,1.5384615384615385
tt9760504,tt2210479,1.5384615384615385
tt9760504,tt9426210,1.5384615384615385
tt2210479,tt9426210,1.5384615384615385
tt6864046,tt4819560,1.5384615384615385
tt8108230,tt9193612,1.5384615384615385
tt8856470,tt0102587,1.5384615384615385
tt0235679,tt0102587,1.5384615384615385
tt5595168,tt1979319,1.5384615384615385
tt5595168,tt2458948,1.5384615384615385
tt4769824,tt9116358,1.5384615384615385
tt11316824,tt6788942,1.5384615384615385
tt2345561,tt2367996,1.5384615384615385
tt8484586,tt8914492,1.6666666666666665
tt8484586,tt7690638,1.5384615384615385
tt8914492,tt7690638,1.6666666666666665
tt8484586,tt5310090,1.5384615384615385
tt8484586,tt9251858,1.5384615384615385
tt2367996,tt10152736,1.5384615384615385
tt2367996,tt5877882,1.5384615384615385
tt2367996,tt0367495,1.5384615384615385
tt2367996,tt5323640,1.5384615384615385
tt2367996,tt2624704,1.5384615384615385
tt2367996,tt5310090,1.5384615384615385
tt10152736,tt5877882,1.5384615384615385
tt10152736,tt0367495,1.5384615384615385
tt10152736,tt5323640,1.5384615384615385
tt10152736,tt2624704,1.6666666666666665
tt10152736,tt5310090,1.5384615384615385
tt5877882,tt0367495,1.5384615384615385
tt5877882,tt10152736,1.5384615384615385
tt5877882,tt5323640,1.5384615384615385
tt5877882,tt2624704,1.5384615384615385
tt5877882,tt5310090,1.5384615384615385
tt0367495,tt10152736,1.5384615384615385
tt0367495,tt5323640,1.5384615384615385
tt0367495,tt2624704,1.5384615384615385
tt0367495,tt5310090,1.6666666666666665
tt5323640,tt2624704,1.5384615384615385
tt5323640,tt5310090,1.6666666666666665
tt2624704,tt5310090,1.5384615384615385
tt10152736,tt4909752,1.5384615384615385
tt10152736,tt1694542,1.5384615384615385
tt4909752,tt1694542,1.5384615384615385
tt4909752,tt10152736,1.5384615384615385
tt1694542,tt10152736,1.5384615384615385
tt10152736,tt7920010,1.6666666666666665
tt5877882,tt4271820,1.5384615384615385
tt5877882,tt9320226,1.5384615384615385
tt5877882,tt8066574,1.5384615384615385
tt4271820,tt9320226,1.5384615384615385
tt4271820,tt8066574,1.5384615384615385
tt9320226,tt8066574,1.5384615384615385
tt8914492,tt4271820,1.8181818181818183
tt8914492,tt9448332,1.6666666666666665
tt2262126,tt1735932,1.6666666666666665
tt2262126,tt6317052,1.5384615384615385
tt1735932,tt6317052,1.5384615384615385
tt2262126,tt5254636,1.5384615384615385
tt4271820,tt7919680,1.8181818181818183
tt4271820,tt5764024,1.5384615384615385
tt0367495,tt0405508,1.5384615384615385
tt0367495,tt1694542,1.5384615384615385
tt0367495,tt0499375,1.5384615384615385
tt0405508,tt1694542,1.5384615384615385
tt0405508,tt0499375,1.5384615384615385
tt0405508,tt5310090,1.5384615384615385
tt1694542,tt0499375,1.5384615384615385
tt1694542,tt5310090,1.5384615384615385
tt0499375,tt5310090,1.5384615384615385
tt5513920,tt7919680,1.8181818181818183
tt2344678,tt2275802,1.5384615384615385
tt2344678,tt4430212,1.5384615384615385
tt2344678,tt1806913,1.5384615384615385
tt2275802,tt4430212,1.5384615384615385
tt2275802,tt1806913,1.5384615384615385
tt4430212,tt1806913,1.6666666666666665
tt2344678,tt2283748,1.6666666666666665
tt2344678,tt0488798,1.5384615384615385
tt2283748,tt0488798,1.6666666666666665
tt2344678,tt6571548,1.5384615384615385
tt2283748,tt6571548,1.5384615384615385
tt0216817,tt0172684,1.5384615384615385
tt0216817,tt0347304,1.6666666666666665
tt0216817,tt1375789,1.5384615384615385
tt0216817,tt1017456,1.5384615384615385
tt0216817,tt4909752,1.5384615384615385
tt0216817,tt0292490,1.5384615384615385
tt0216817,tt1185442,1.5384615384615385
tt1375789,tt4909752,1.5384615384615385
tt1375789,tt0292490,1.5384615384615385
tt1375789,tt1185442,1.5384615384615385
tt1375789,tt0347304,1.5384615384615385
tt1017456,tt4909752,1.5384615384615385
tt1017456,tt0292490,1.6666666666666665
tt1017456,tt1185442,1.5384615384615385
tt1017456,tt0347304,1.5384615384615385
tt4909752,tt0292490,1.5384615384615385
tt4909752,tt1185442,1.5384615384615385
tt4909752,tt0347304,1.5384615384615385
tt0292490,tt1185442,1.5384615384615385
tt0292490,tt0347304,1.6666666666666665
tt1185442,tt0347304,1.5384615384615385
tt0216817,tt8176040,1.5384615384615385
tt0216817,tt4430212,1.5384615384615385
tt0216817,tt8108198,1.5384615384615385
tt0216817,tt1806913,1.5384615384615385
tt4430212,tt8108198,1.5384615384615385
tt8108198,tt1806913,1.5384615384615385
tt3173910,tt3802576,1.5384615384615385
tt3173910,tt6692354,1.5384615384615385
tt3802576,tt6692354,1.5384615384615385
tt3802576,tt3173910,1.5384615384615385
tt6692354,tt3173910,1.5384615384615385
tt6692354,tt3802576,1.5384615384615385
tt3173910,tt1806913,1.5384615384615385
tt3173910,tt6264938,1.5384615384615385
tt1806913,tt6264938,1.5384615384615385
tt3173910,tt0211634,1.5384615384615385
tt0211634,tt3173910,1.5384615384615385
tt0367110,tt0461936,1.5384615384615385
tt0367110,tt0172684,1.5384615384615385
tt0367110,tt0347304,1.5384615384615385
tt0367110,tt0248126,1.5384615384615385
tt0367110,tt0449999,1.5384615384615385
tt0367110,tt1024943,1.5384615384615385
tt0367110,tt0249371,1.5384615384615385
tt0461936,tt0172684,1.5384615384615385
tt0461936,tt0347304,1.5384615384615385
tt0461936,tt0248126,1.5384615384615385
tt0461936,tt0449999,1.5384615384615385
tt0461936,tt1024943,1.6666666666666665
tt0461936,tt0249371,1.5384615384615385
tt0172684,tt0347304,1.5384615384615385
tt0172684,tt1024943,1.5384615384615385
tt0172684,tt0249371,1.5384615384615385
tt0172684,tt0461936,1.5384615384615385
tt0347304,tt0248126,1.6666666666666665
tt0347304,tt0449999,1.6666666666666665
tt0347304,tt1024943,1.5384615384615385
tt0347304,tt0249371,1.5384615384615385
tt0347304,tt0461936,1.5384615384615385
tt0347304,tt0172684,1.5384615384615385
tt0248126,tt1024943,1.5384615384615385
tt0248126,tt0249371,1.6666666666666665
tt0248126,tt0461936,1.5384615384615385
tt0248126,tt0347304,1.6666666666666665
tt0449999,tt1024943,1.6666666666666665
tt0449999,tt0249371,1.5384615384615385
tt0449999,tt0461936,1.5384615384615385
tt0449999,tt0347304,1.6666666666666665
tt1024943,tt0249371,1.5384615384615385
tt1024943,tt0461936,1.6666666666666665
tt1024943,tt0172684,1.5384615384615385
tt1024943,tt0347304,1.5384615384615385
tt1024943,tt0248126,1.5384615384615385
tt1024943,tt0449999,1.6666666666666665
tt0249371,tt0461936,1.5384615384615385
tt0249371,tt0172684,1.5384615384615385
tt0249371,tt0347304,1.5384615384615385
tt0249371,tt0248126,1.6666666666666665
tt0249371,tt0449999,1.5384615384615385
tt2377938,tt3802576,1.5384615384615385
tt2377938,tt2283748,1.5384615384615385
tt2377938,tt0488798,1.5384615384615385
tt2377938,tt6264938,1.5384615384615385
tt3802576,tt2283748,1.5384615384615385
tt3802576,tt0488798,1.5384615384615385
tt3802576,tt6264938,1.5384615384615385
tt2283748,tt3802576,1.5384615384615385
tt2283748,tt6264938,1.5384615384615385
tt0488798,tt3802576,1.5384615384615385
tt0488798,tt6264938,1.5384615384615385
tt2377938,tt1694542,1.5384615384615385
tt2377938,tt2275802,1.5384615384615385
tt7690638,tt1185442,1.5384615384615385
tt2275802,tt0315642,1.5384615384615385
tt2275802,tt0323013,1.5384615384615385
tt2275802,tt0248126,1.6666666666666665
tt2275802,tt0449999,1.5384615384615385
tt0315642,tt0323013,1.5384615384615385
tt0315642,tt0248126,1.5384615384615385
tt0315642,tt0449999,1.6666666666666665
tt0323013,tt0248126,1.6666666666666665
tt0323013,tt0449999,1.6666666666666665
tt2275802,tt3802576,1.5384615384615385
tt2275802,tt1787988,1.5384615384615385
tt2275802,tt1093370,1.5384615384615385
tt2275802,tt1185442,1.5384615384615385
tt2275802,tt0249371,1.5384615384615385
tt3802576,tt1787988,1.5384615384615385
tt3802576,tt1093370,1.5384615384615385
tt3802576,tt1185442,1.5384615384615385
tt3802576,tt0248126,1.5384615384615385
tt3802576,tt0249371,1.5384615384615385
tt1787988,tt1093370,1.5384615384615385
tt1787988,tt1185442,1.5384615384615385
tt1787988,tt0248126,1.6666666666666665
tt1787988,tt0249371,1.5384615384615385
tt1787988,tt3802576,1.5384615384615385
tt1093370,tt1185442,1.5384615384615385
tt1093370,tt0248126,1.5384615384615385
tt1093370,tt0249371,1.5384615384615385
tt1093370,tt3802576,1.5384615384615385
tt1185442,tt0248126,1.5384615384615385
tt1185442,tt0249371,1.5384615384615385
tt1185442,tt3802576,1.5384615384615385
tt0248126,tt3802576,1.5384615384615385
tt0249371,tt3802576,1.5384615384615385
tt2275802,tt0461936,1.5384615384615385
tt2275802,tt1024943,1.5384615384615385
tt1836912,tt1327035,1.5384615384615385
tt1836912,tt1562872,1.5384615384615385
tt1327035,tt1562872,1.6666666666666665
tt1836912,tt7098658,1.5384615384615385
tt4486148,tt1787988,1.5384615384615385
tt4486148,tt2213054,1.5384615384615385
tt4486148,tt6571548,1.5384615384615385
tt1787988,tt2213054,1.5384615384615385
tt1787988,tt6571548,1.5384615384615385
tt2213054,tt6571548,1.5384615384615385
tt4486148,tt1093370,1.5384615384615385
tt0315642,tt1562872,1.5384615384615385
tt0315642,tt1375789,1.5384615384615385
tt0315642,tt5156746,1.5384615384615385
tt0315642,tt1120897,1.5384615384615385
tt1375789,tt5156746,1.5384615384615385
tt1375789,tt1120897,1.6666666666666665
tt1375789,tt0449999,1.5384615384615385
tt5156746,tt1120897,1.6666666666666665
tt5156746,tt0449999,1.5384615384615385
tt1120897,tt0449999,1.5384615384615385
tt0315642,tt1806913,1.5384615384615385
tt0315642,tt2213054,1.5384615384615385
tt0323013,tt1562872,1.5384615384615385
tt1562872,tt0248126,1.5384615384615385
tt0323013,tt0211634,1.5384615384615385
tt0323013,tt0347304,1.5384615384615385
tt0211634,tt0292490,1.5384615384615385
tt0211634,tt0347304,1.5384615384615385
tt0211634,tt0449999,1.5384615384615385
tt0292490,tt0449999,1.5384615384615385
tt0323013,tt1043451,1.5384615384615385
tt0323013,tt1185442,1.5384615384615385
tt0323013,tt2283748,1.5384615384615385
tt1043451,tt0461936,1.5384615384615385
tt1043451,tt1185442,1.5384615384615385
tt1043451,tt2283748,1.5384615384615385
tt0461936,tt1185442,1.5384615384615385
tt0461936,tt2283748,1.5384615384615385
tt1185442,tt2283748,1.5384615384615385
tt1185442,tt0461936,1.5384615384615385
tt2283748,tt0461936,1.5384615384615385
tt0323013,tt1120897,1.6666666666666665
tt0323013,tt5156746,1.5384615384615385
tt0323013,tt2122340,1.6666666666666665
tt5156746,tt2122340,1.6666666666666665
tt5156746,tt0461936,1.5384615384615385
tt2122340,tt1120897,1.6666666666666665
tt2122340,tt0461936,1.6666666666666665
tt1120897,tt0461936,1.5384615384615385
tt1375789,tt3148502,1.5384615384615385
tt1375789,tt1024943,1.5384615384615385
tt1375789,tt5935704,1.5384615384615385
tt3148502,tt1024943,1.5384615384615385
tt3148502,tt5935704,1.5384615384615385
tt1024943,tt5935704,1.5384615384615385
tt1375789,tt9877170,1.5384615384615385
tt1375789,tt0488798,1.5384615384615385
tt1017456,tt9877170,1.5384615384615385
tt1017456,tt0488798,1.6666666666666665
tt9877170,tt0488798,1.5384615384615385
tt1017456,tt1120897,1.6666666666666665
tt1017456,tt6692354,1.5384615384615385
tt0292490,tt6692354,1.5384615384615385
tt1017456,tt1562872,1.5384615384615385
tt1562872,tt0488798,1.5384615384615385
tt4909752,tt1093370,1.5384615384615385
tt4909752,tt5935704,1.5384615384615385
tt1093370,tt1274295,1.5384615384615385
tt1093370,tt5935704,1.5384615384615385
tt1274295,tt5935704,1.5384615384615385
tt4909752,tt7098658,1.5384615384615385
tt0405508,tt0292490,1.5384615384615385
tt0405508,tt1787988,1.5384615384615385
tt0292490,tt1787988,1.5384615384615385
tt0405508,tt2624704,1.5384615384615385
tt10895576,tt8176040,1.5384615384615385
tt10895576,tt6613812,1.6666666666666665
tt9877170,tt5764024,1.5384615384615385
tt9877170,tt1806913,1.5384615384615385
tt4864932,tt5764024,1.5384615384615385
tt4864932,tt6613812,1.6666666666666665
tt5156746,tt6692354,1.5384615384615385
tt5156746,tt2213054,1.5384615384615385
tt7624840,tt2246724,1.5384615384615385
tt1120897,tt1806913,1.5384615384615385
tt4430212,tt0292490,1.5384615384615385
tt4430212,tt7329858,1.5384615384615385
tt0292490,tt7329858,1.5384615384615385
tt1043451,tt0499375,1.5384615384615385
tt1043451,tt0449999,1.5384615384615385
tt0499375,tt0449999,1.5384615384615385
tt1043451,tt0150251,1.5384615384615385
tt1787988,tt0172684,1.5384615384615385
tt1787988,tt0449999,1.5384615384615385
tt1787988,tt2255934,1.5384615384615385
tt0172684,tt2255934,1.5384615384615385
tt0248126,tt2255934,1.5384615384615385
tt0449999,tt2255934,1.5384615384615385
tt2255934,tt0172684,1.5384615384615385
tt2255934,tt0248126,1.5384615384615385
tt2255934,tt0449999,1.5384615384615385
tt0461936,tt1274295,1.5384615384615385
tt0461936,tt6571548,1.5384615384615385
tt1274295,tt6571548,1.5384615384615385
tt1274295,tt0461936,1.5384615384615385
tt6571548,tt0461936,1.5384615384615385
tt1562872,tt5764024,1.5384615384615385
tt1562872,tt0311429,1.5384615384615385
tt5764024,tt0311429,1.5384615384615385
tt1093370,tt7537738,1.5384615384615385
tt2246724,tt0499375,1.5384615384615385
tt0499375,tt0838232,1.5384615384615385
tt0499375,tt2283748,1.5384615384615385
tt0499375,tt0488798,1.5384615384615385
tt1185442,tt0449999,1.5384615384615385
tt1185442,tt1024943,1.5384615384615385
tt0249371,tt1705772,1.5384615384615385
tt2255934,tt2624704,1.5384615384615385
