id,group,popu,year,label,duration,plateform,country,rating,link
tt0366548,16,3.199982019896109,2006,Happy Feet,108,"['Netflix', 'HBO']",Others,64,https://image.tmdb.org/t/p/original/za41IHkj6LnkilfTzv5B2qmthKD.jpg
tt0308353,16,2.249786840983533,2007,Happily N'Ever After,87,"['Netflix', 'HBO']",North America,45,https://image.tmdb.org/t/p/original/MjfHDN5WrV6RBVhCvfdlPpt7gH.jpg
tt0040416,18,3.7997675627734155,1948,Hamlet,155,"['Netflix', 'HBO']",Europe,76,https://image.tmdb.org/t/p/original/woO9SgU2vTRMZeG0YqOLeoIqlzC.jpg
tt10515926,35,3.0484806974162306,2020,Half Brothers,96,"['Netflix', 'HBO']",Others,61,https://image.tmdb.org/t/p/original/Apl0WFx61trVOoxvc8Erd5cbP8X.jpg
tt0427327,35,3.3499732420634762,2007,Hairspray,117,"['Netflix', 'HBO']",Europe,67,https://image.tmdb.org/t/p/original/cOE6rQJxPXc0Tp1VFfg5bJh3blV.jpg
tt2119532,1,4.049991471592507,2016,Hacksaw Ridge,139,"['Netflix', 'HBO']",Others,81,https://image.tmdb.org/t/p/original/fTuxNlgEm04PPFkr1xfK94Jn8BW.jpg
tt0056048,1,3.5494128834876526,1962,Gypsy,143,"['Netflix', 'HBO']",North America,71,https://image.tmdb.org/t/p/original/6qt6c2C46etbuDiqso1d3QShuKm.jpg
tt0758751,1,3.699633100302745,2009,Grey Gardens,104,"['Netflix', 'HBO']",North America,74,https://image.tmdb.org/t/p/original/9iO11PLhIGCzN6n2V92XcANQ8M9.jpg
tt0099700,35,3.1999677209475923,1990,Gremlins 2: The New Batch,106,"['Netflix', 'HBO']",North America,64,https://image.tmdb.org/t/p/original/jN7yvxnIHRozhq2mzWZDE5GPRc0.jpg
tt0087363,35,3.6499826304205585,1984,Gremlins,106,"['Netflix', 'HBO']",North America,73,https://image.tmdb.org/t/p/original/72Y1X9pMSjXQ7mKB6pBEoMhL0OQ.jpg
